Gender_Person1,Gender_Person2,Personality_Person1,Personality_Person2,Communication_Level,Emotional_Intelligence,Trust_Level,Common_Interests_Score,Physical_Attraction_Score,Mutual_Respect_Score,Conflict_Resolution_Skills,Love_Probability
Female,Other,Extrovert,Extrovert,High,Medium,High,10,0,2,Excellent,0.37
Other,Female,Ambivert,Ambivert,High,Medium,Medium,1,2,5,Poor,0.4
Male,Other,Extrovert,Ambivert,Low,Low,High,9,10,9,Good,0.98
Other,Female,Introvert,Extrovert,Low,Low,Medium,9,9,1,Poor,0.76
Other,Other,Ambivert,Extrovert,Medium,Medium,Low,4,4,6,Good,0.45
Female,Male,Introvert,Ambivert,High,High,Medium,1,5,2,Good,0.36
Male,Other,Ambivert,Extrovert,Medium,Low,Medium,5,4,7,Excellent,0.7
Male,Other,Ambivert,Extrovert,Medium,Low,Low,5,0,1,Poor,0.33
Female,Female,Extrovert,Introvert,Low,Low,Low,3,6,7,Excellent,0.42
Other,Female,Introvert,Ambivert,High,Low,Low,0,0,4,Poor,0.11
Male,Female,Extrovert,Ambivert,High,Low,Medium,3,4,6,Excellent,0.4
Other,Male,Introvert,Extrovert,High,High,Low,4,0,7,Poor,0.42
Other,Male,Ambivert,Ambivert,High,Medium,Medium,5,7,5,Excellent,0.64
Female,Female,Extrovert,Ambivert,High,Low,Low,10,3,2,Poor,0.42
Female,Female,Ambivert,Ambivert,Medium,High,Medium,10,0,6,Good,0.54
Other,Other,Introvert,Extrovert,Medium,Low,Medium,1,5,5,Good,0.16
Other,Female,Introvert,Extrovert,Medium,Low,Low,4,0,9,Excellent,0.58
Female,Other,Introvert,Extrovert,Medium,Medium,Low,0,5,9,Good,0.42
Female,Male,Ambivert,Extrovert,High,High,High,3,9,5,Good,0.57
Male,Male,Introvert,Extrovert,Medium,High,Low,2,5,6,Poor,0.4
Female,Male,Ambivert,Introvert,High,High,Low,6,9,7,Poor,0.85
Female,Other,Ambivert,Extrovert,Low,Medium,Low,4,8,7,Poor,0.35
Other,Other,Ambivert,Extrovert,Low,High,High,9,6,3,Excellent,0.6
Female,Male,Extrovert,Ambivert,High,Medium,Low,3,6,9,Excellent,0.59
Male,Female,Ambivert,Ambivert,High,Medium,Medium,2,3,0,Excellent,0.12
Male,Female,Extrovert,Extrovert,Low,Low,High,1,7,6,Excellent,0.64
Male,Other,Introvert,Ambivert,Low,Medium,High,7,10,10,Excellent,0.81
Other,Female,Ambivert,Extrovert,High,Medium,High,6,2,2,Excellent,0.41
Male,Female,Introvert,Extrovert,Medium,Medium,High,10,5,7,Good,0.77
Female,Female,Ambivert,Ambivert,Medium,High,Low,8,4,1,Excellent,0.56
Female,Male,Ambivert,Introvert,High,Low,High,7,3,0,Excellent,0.27
Male,Female,Ambivert,Introvert,Low,Medium,Medium,6,3,5,Excellent,0.39
Other,Other,Introvert,Extrovert,Medium,High,High,8,8,2,Excellent,0.71
Male,Other,Introvert,Ambivert,Medium,Low,Low,9,5,8,Poor,0.78
Female,Male,Ambivert,Introvert,Low,Medium,High,10,10,1,Poor,0.55
Male,Male,Ambivert,Introvert,Low,High,Medium,7,9,0,Excellent,0.48
Other,Female,Extrovert,Extrovert,Medium,High,Medium,10,9,4,Good,0.81
Male,Other,Introvert,Ambivert,High,High,Medium,5,9,8,Good,0.82
Female,Male,Introvert,Introvert,Low,Medium,Low,0,2,10,Poor,0.33
Other,Female,Introvert,Introvert,Medium,Medium,High,5,10,3,Poor,0.31
Other,Male,Ambivert,Introvert,High,Low,Medium,5,2,7,Poor,0.52
Female,Female,Extrovert,Introvert,Low,Low,Medium,0,3,0,Good,-0.02
Female,Other,Extrovert,Ambivert,High,Medium,High,2,6,5,Excellent,0.23
Female,Other,Extrovert,Ambivert,Low,High,Low,5,2,9,Poor,0.25
Male,Other,Ambivert,Introvert,High,Low,High,5,1,4,Poor,0.41
Female,Female,Extrovert,Extrovert,Medium,Low,High,3,6,1,Good,0.35
Female,Female,Extrovert,Extrovert,High,Low,High,2,6,1,Poor,0.28
Other,Female,Ambivert,Extrovert,Low,Low,Low,0,2,9,Good,0.51
Other,Female,Ambivert,Extrovert,High,Low,Low,4,5,7,Good,0.6
Female,Female,Introvert,Ambivert,High,Low,Low,6,5,10,Good,0.86
Male,Other,Introvert,Ambivert,Low,High,Low,5,9,5,Poor,0.49
Female,Other,Extrovert,Ambivert,High,High,High,9,10,5,Poor,0.8
Male,Female,Introvert,Introvert,Low,Medium,High,2,10,7,Excellent,0.47
Female,Female,Introvert,Ambivert,Medium,Low,High,6,0,8,Good,0.44
Other,Male,Extrovert,Introvert,High,Low,High,0,3,10,Poor,0.41
Male,Other,Ambivert,Introvert,High,High,High,9,9,6,Good,0.86
Female,Female,Introvert,Extrovert,High,High,High,10,7,3,Good,0.67
Female,Other,Introvert,Extrovert,Medium,Medium,Medium,0,7,10,Excellent,0.63
Other,Other,Ambivert,Introvert,Medium,Medium,Low,5,7,4,Excellent,0.6
Other,Female,Extrovert,Extrovert,High,Medium,Medium,6,7,3,Poor,0.75
Male,Male,Extrovert,Extrovert,Low,Low,High,9,5,4,Good,0.57
Other,Other,Ambivert,Extrovert,Low,High,Low,10,0,5,Poor,0.41
Other,Female,Ambivert,Introvert,High,High,Medium,3,1,2,Poor,0.22
Male,Female,Extrovert,Introvert,Medium,Medium,Medium,8,0,10,Excellent,0.52
Other,Female,Ambivert,Introvert,Medium,High,High,4,6,1,Good,0.51
Other,Female,Ambivert,Introvert,High,High,High,9,10,0,Excellent,0.61
Female,Male,Ambivert,Ambivert,Medium,Medium,Medium,7,3,10,Good,0.61
Other,Female,Extrovert,Introvert,Medium,Low,High,9,10,0,Poor,0.59
Other,Female,Introvert,Introvert,High,Low,Low,5,9,6,Good,0.74
Male,Other,Introvert,Introvert,High,High,High,5,4,2,Poor,0.35
Other,Other,Extrovert,Ambivert,Low,High,Medium,10,1,1,Excellent,0.34
Other,Other,Introvert,Introvert,Medium,Low,Medium,0,9,4,Excellent,0.6
Other,Other,Extrovert,Introvert,High,Medium,Low,7,9,9,Poor,0.75
Other,Male,Ambivert,Ambivert,High,High,High,8,8,7,Poor,0.77
Female,Female,Extrovert,Extrovert,High,Low,Medium,2,8,9,Good,0.7
Male,Male,Extrovert,Introvert,Low,High,Low,9,7,8,Excellent,0.64
Other,Female,Extrovert,Extrovert,Low,Low,Low,3,0,8,Excellent,0.41
Other,Male,Extrovert,Introvert,High,Low,Low,10,3,10,Poor,0.66
Other,Female,Ambivert,Introvert,High,Medium,Medium,3,8,2,Excellent,0.52
Female,Male,Extrovert,Extrovert,Low,High,Low,5,1,3,Excellent,0.2
Male,Male,Extrovert,Ambivert,Medium,High,Medium,7,7,6,Good,0.74
Female,Male,Ambivert,Introvert,Low,Low,Low,8,9,2,Excellent,0.74
Male,Male,Introvert,Ambivert,Medium,Medium,Medium,4,0,5,Poor,0.39
Other,Male,Introvert,Ambivert,High,High,Medium,0,6,7,Good,0.46
Other,Female,Introvert,Ambivert,Low,High,Medium,9,7,10,Excellent,0.84
Female,Female,Extrovert,Extrovert,High,High,Medium,4,9,6,Good,0.58
Female,Other,Extrovert,Introvert,Low,Low,Medium,5,3,7,Good,0.65
Male,Female,Extrovert,Ambivert,Medium,Medium,Low,8,8,2,Good,0.53
Male,Other,Extrovert,Ambivert,Low,Low,High,1,8,5,Excellent,0.36
Male,Male,Extrovert,Ambivert,Medium,Medium,High,3,8,5,Excellent,0.6
Female,Female,Extrovert,Extrovert,Low,Medium,Medium,0,10,5,Excellent,0.42
Other,Female,Ambivert,Introvert,Low,Low,High,8,3,1,Poor,0.3
Male,Female,Extrovert,Extrovert,Low,High,High,7,5,8,Good,0.52
Male,Male,Ambivert,Extrovert,Low,Low,Medium,6,3,3,Excellent,0.35
Other,Other,Introvert,Introvert,Medium,Low,Medium,2,4,5,Good,0.36
Male,Female,Introvert,Extrovert,Medium,Low,Medium,8,10,2,Good,0.69
Male,Other,Ambivert,Introvert,Low,High,High,4,10,2,Good,0.63
Male,Female,Introvert,Ambivert,Low,Low,Low,6,2,8,Poor,0.59
Female,Other,Extrovert,Ambivert,Medium,Medium,Medium,2,3,10,Good,0.48
Male,Male,Ambivert,Ambivert,Medium,Low,Medium,7,8,7,Poor,0.71
Male,Female,Ambivert,Introvert,Low,High,High,9,2,2,Poor,0.48
Other,Female,Introvert,Ambivert,High,Low,High,2,8,0,Good,0.46
Male,Female,Introvert,Ambivert,Low,Medium,Low,1,8,5,Good,0.48
Female,Female,Extrovert,Introvert,Low,Low,High,5,8,8,Excellent,0.65
Male,Female,Introvert,Introvert,High,Medium,Medium,3,0,3,Excellent,0.1
Other,Male,Extrovert,Extrovert,High,Medium,Low,4,9,0,Good,0.29
Female,Other,Ambivert,Extrovert,Medium,Medium,High,6,8,9,Poor,0.83
Female,Other,Introvert,Introvert,High,High,Low,5,0,8,Good,0.49
Male,Other,Extrovert,Ambivert,Medium,Medium,Medium,10,3,4,Good,0.62
Female,Male,Ambivert,Ambivert,Low,Low,High,3,0,9,Excellent,0.39
Female,Other,Extrovert,Introvert,Low,Low,Low,10,4,6,Good,0.81
Other,Male,Extrovert,Introvert,High,Medium,High,3,0,8,Good,0.32
Female,Male,Introvert,Extrovert,High,Low,Medium,2,8,0,Excellent,0.43
Male,Other,Extrovert,Extrovert,Low,High,Low,4,10,7,Good,0.7
Other,Male,Ambivert,Introvert,Medium,High,Medium,10,3,10,Excellent,0.71
Male,Male,Introvert,Ambivert,Low,High,Medium,6,3,6,Good,0.56
Male,Male,Ambivert,Extrovert,Medium,Medium,Medium,1,4,0,Poor,0.21
Other,Female,Extrovert,Ambivert,Medium,High,High,9,5,1,Excellent,0.54
Other,Male,Ambivert,Extrovert,Low,Medium,High,0,6,6,Poor,0.41
Male,Other,Ambivert,Introvert,High,Medium,High,4,6,9,Excellent,0.63
Other,Male,Extrovert,Extrovert,Low,Low,Medium,3,8,10,Poor,0.94
Male,Other,Extrovert,Introvert,Medium,Medium,High,0,6,6,Poor,0.52
Female,Other,Ambivert,Extrovert,Medium,Medium,High,2,1,6,Good,0.37
Male,Male,Ambivert,Extrovert,High,High,Low,9,3,5,Good,0.58
Other,Female,Introvert,Extrovert,High,High,Low,0,10,7,Excellent,0.67
Other,Other,Extrovert,Introvert,High,High,Low,10,0,5,Poor,0.55
Other,Male,Extrovert,Extrovert,Medium,High,Medium,8,5,3,Excellent,0.54
Other,Male,Introvert,Extrovert,High,Medium,Medium,9,5,5,Good,0.6
Other,Male,Introvert,Ambivert,Low,Low,High,4,9,2,Excellent,0.49
Male,Male,Ambivert,Ambivert,Low,High,Medium,10,2,0,Poor,0.08
Other,Other,Extrovert,Introvert,High,Medium,Medium,8,0,1,Excellent,0.32
Female,Other,Extrovert,Introvert,Medium,High,Medium,0,7,3,Poor,0.28
Male,Female,Ambivert,Ambivert,High,High,Low,4,3,0,Excellent,0.39
Other,Male,Extrovert,Introvert,Low,High,Medium,4,9,6,Excellent,0.64
Male,Other,Introvert,Ambivert,Medium,Medium,High,10,3,7,Poor,0.55
Female,Female,Extrovert,Introvert,Low,Low,Low,4,2,8,Good,0.46
Other,Other,Introvert,Introvert,High,High,Low,6,10,4,Excellent,0.56
Female,Other,Extrovert,Ambivert,High,High,Low,10,0,8,Good,0.65
Male,Female,Introvert,Extrovert,Low,Low,Medium,10,1,5,Poor,0.56
Male,Female,Introvert,Ambivert,High,High,Medium,7,2,1,Excellent,0.43
Other,Male,Extrovert,Extrovert,Medium,Medium,Medium,9,3,9,Excellent,0.62
Other,Male,Extrovert,Introvert,Medium,Medium,Low,0,0,3,Poor,0.1
Female,Female,Extrovert,Ambivert,Low,Low,Low,4,8,6,Good,0.46
Other,Female,Introvert,Extrovert,Medium,Medium,Low,6,6,6,Excellent,0.67
Female,Male,Introvert,Extrovert,Medium,Low,High,4,7,4,Excellent,0.55
Male,Male,Ambivert,Introvert,Low,High,High,6,8,9,Excellent,0.82
Other,Other,Introvert,Extrovert,High,Low,Low,9,10,4,Excellent,0.77
Female,Male,Ambivert,Introvert,Medium,High,Medium,0,2,6,Poor,0.31
Other,Female,Extrovert,Extrovert,Medium,High,Low,6,6,8,Good,0.83
Other,Male,Introvert,Ambivert,Low,High,Medium,3,6,7,Poor,0.5
Male,Female,Extrovert,Introvert,Medium,Low,Low,1,3,5,Excellent,0.31
Female,Female,Extrovert,Introvert,Low,Low,High,9,3,0,Excellent,0.29
Other,Female,Introvert,Ambivert,Medium,High,Low,6,0,8,Poor,0.38
Other,Female,Introvert,Introvert,Low,Low,Medium,3,4,0,Excellent,0.24
Male,Female,Ambivert,Ambivert,Medium,Low,Medium,7,5,4,Poor,0.64
Female,Male,Ambivert,Ambivert,Medium,Medium,High,4,9,9,Excellent,0.71
Other,Female,Extrovert,Ambivert,High,Low,Medium,5,6,5,Poor,0.51
Female,Female,Introvert,Ambivert,Medium,High,High,10,3,10,Good,0.73
Male,Female,Extrovert,Introvert,Medium,Low,Low,9,1,0,Poor,0.28
Other,Male,Extrovert,Introvert,Low,Low,Medium,5,6,9,Poor,0.7
Female,Male,Introvert,Extrovert,Low,High,High,10,8,10,Poor,0.78
Female,Other,Extrovert,Introvert,Low,Low,Medium,9,9,1,Good,0.76
Female,Other,Extrovert,Introvert,High,Medium,High,4,1,1,Excellent,0.13
Female,Other,Extrovert,Extrovert,Low,Low,Medium,7,1,2,Good,0.41
Female,Female,Ambivert,Introvert,Low,High,Low,2,9,1,Excellent,0.27
Female,Other,Ambivert,Ambivert,Low,Low,Medium,10,2,4,Poor,0.6
Other,Other,Introvert,Ambivert,Medium,High,Low,8,4,1,Poor,0.5
Other,Female,Ambivert,Ambivert,Medium,Medium,High,7,3,0,Poor,0.37
Female,Male,Extrovert,Extrovert,High,High,Low,5,5,9,Good,0.53
Female,Male,Extrovert,Introvert,Medium,Low,Medium,4,8,1,Good,0.46
Other,Female,Introvert,Introvert,High,Low,Low,4,0,7,Good,0.25
Female,Male,Introvert,Introvert,High,High,Low,6,4,0,Good,0.31
Other,Female,Introvert,Ambivert,Medium,Low,Low,2,2,8,Poor,0.5
Other,Female,Ambivert,Extrovert,High,Medium,High,4,4,9,Poor,0.65
Female,Other,Ambivert,Ambivert,High,Medium,High,10,9,7,Poor,0.87
Male,Female,Extrovert,Ambivert,Medium,Medium,Medium,5,8,7,Poor,0.57
Other,Other,Ambivert,Introvert,Low,Medium,High,0,5,3,Poor,0.33
Other,Other,Introvert,Extrovert,Low,Low,Low,0,6,7,Good,0.44
Male,Other,Extrovert,Introvert,Low,Medium,High,10,1,7,Good,0.37
Male,Other,Introvert,Extrovert,High,High,Medium,6,0,0,Good,0.28
Male,Male,Introvert,Extrovert,Low,Medium,Medium,7,5,2,Good,0.46
Male,Female,Introvert,Introvert,Medium,Low,Low,7,1,7,Good,0.62
Male,Other,Extrovert,Introvert,Medium,Medium,High,7,2,9,Poor,0.49
Other,Male,Ambivert,Extrovert,High,Low,Low,10,1,7,Poor,0.28
Female,Female,Extrovert,Introvert,High,Medium,High,2,5,4,Excellent,0.39
Male,Female,Ambivert,Introvert,Low,High,Medium,8,4,6,Good,0.63
Female,Male,Extrovert,Extrovert,High,Medium,Medium,7,8,2,Poor,0.4
Male,Other,Introvert,Extrovert,Low,High,Medium,1,5,5,Excellent,0.27
Other,Male,Extrovert,Introvert,High,Medium,High,9,7,3,Excellent,0.91
Male,Male,Ambivert,Introvert,Low,Medium,Medium,7,6,6,Good,0.6
Female,Other,Introvert,Extrovert,High,Low,Low,2,4,2,Poor,0.34
Other,Male,Ambivert,Extrovert,Low,Medium,High,5,3,2,Poor,0.27
Other,Female,Introvert,Extrovert,Low,Low,High,5,8,1,Excellent,0.26
Other,Male,Extrovert,Extrovert,High,High,High,3,6,7,Poor,0.52
Other,Other,Extrovert,Extrovert,Medium,Medium,Medium,2,6,1,Good,0.27
Male,Male,Extrovert,Introvert,Low,Medium,Low,5,7,0,Good,0.36
Male,Other,Extrovert,Introvert,Low,Medium,Low,7,4,4,Excellent,0.49
Male,Male,Extrovert,Ambivert,Low,Low,Low,8,9,6,Poor,0.79
Male,Female,Ambivert,Extrovert,Low,High,Medium,3,5,6,Excellent,0.45
Male,Female,Ambivert,Introvert,Medium,Low,Medium,1,5,1,Good,0.11
Other,Female,Ambivert,Extrovert,High,Low,High,7,8,4,Poor,0.68
Female,Male,Introvert,Introvert,Medium,High,Medium,4,5,8,Poor,0.37
Male,Other,Introvert,Ambivert,Medium,Medium,Low,2,1,3,Good,-0.01
Female,Male,Extrovert,Extrovert,Low,Medium,High,5,2,6,Good,0.51
Male,Male,Introvert,Introvert,Low,Medium,Medium,0,10,8,Excellent,0.65
Male,Male,Extrovert,Ambivert,Low,High,High,9,7,1,Poor,0.56
Other,Other,Extrovert,Introvert,Low,Low,Low,4,3,7,Good,0.33
Other,Other,Ambivert,Ambivert,Low,High,High,6,8,1,Good,0.43
Other,Male,Introvert,Ambivert,High,Low,High,5,8,8,Poor,0.67
Other,Male,Extrovert,Ambivert,Low,High,Low,1,4,0,Excellent,0.01
Male,Female,Ambivert,Introvert,Medium,High,Low,1,0,5,Good,0.13
Other,Male,Extrovert,Ambivert,Low,Low,Low,6,9,9,Excellent,0.87
Other,Male,Introvert,Introvert,High,High,Medium,6,9,4,Good,0.78
Male,Male,Ambivert,Introvert,High,Medium,Medium,7,6,4,Excellent,0.52
Other,Male,Introvert,Ambivert,Low,Low,Low,5,9,8,Excellent,0.81
Female,Male,Introvert,Extrovert,Medium,Low,Low,8,4,9,Poor,0.51
Other,Female,Ambivert,Introvert,High,Medium,High,9,2,0,Excellent,0.43
Male,Male,Ambivert,Extrovert,Low,Medium,Medium,6,10,5,Good,0.62
Other,Male,Extrovert,Extrovert,Medium,Medium,Low,10,1,3,Excellent,0.5
Female,Other,Ambivert,Extrovert,High,Medium,High,8,9,10,Good,0.88
Female,Other,Introvert,Extrovert,Medium,Medium,High,8,6,2,Poor,0.67
Other,Other,Extrovert,Introvert,High,High,High,0,7,2,Good,0.21
Other,Other,Extrovert,Extrovert,Medium,High,High,6,1,3,Poor,0.4
Other,Female,Extrovert,Extrovert,Medium,Medium,Low,6,1,8,Poor,0.47
Male,Other,Extrovert,Ambivert,High,Low,High,4,0,8,Excellent,0.38
Female,Female,Ambivert,Extrovert,High,Low,Low,7,8,8,Good,0.75
Other,Other,Ambivert,Introvert,Low,High,High,6,9,6,Good,0.62
Female,Other,Introvert,Introvert,Medium,Low,Low,6,2,7,Good,0.5
Other,Male,Introvert,Introvert,Medium,Low,High,1,2,7,Good,0.33
Male,Female,Introvert,Ambivert,High,Low,Low,9,5,5,Poor,0.66
Female,Other,Ambivert,Introvert,High,High,Low,0,1,7,Good,0.28
Male,Other,Introvert,Extrovert,High,Low,Medium,5,0,2,Poor,0.31
Female,Other,Ambivert,Extrovert,Medium,Medium,High,5,10,3,Good,0.69
Male,Other,Extrovert,Ambivert,High,Low,High,0,3,2,Excellent,0.06
Other,Other,Introvert,Ambivert,Medium,Low,Low,6,7,9,Poor,0.82
Male,Female,Extrovert,Ambivert,Medium,Low,Medium,7,7,10,Poor,0.68
Male,Male,Ambivert,Introvert,High,Low,High,4,0,8,Excellent,0.46
Other,Female,Introvert,Ambivert,Medium,Low,High,6,0,1,Poor,0.3
Other,Female,Extrovert,Ambivert,Medium,Low,Medium,10,3,3,Poor,0.34
Female,Male,Introvert,Extrovert,High,Low,High,9,2,2,Good,0.44
Male,Female,Extrovert,Extrovert,Medium,High,Medium,7,4,5,Good,0.49
Other,Female,Introvert,Introvert,High,Low,Low,8,5,2,Excellent,0.42
Male,Female,Ambivert,Extrovert,Medium,High,High,6,3,8,Excellent,0.7
Other,Female,Ambivert,Ambivert,Medium,Low,Low,4,2,0,Poor,0.13
Other,Female,Extrovert,Extrovert,Low,Low,Low,9,8,3,Good,0.59
Other,Other,Ambivert,Extrovert,Medium,Medium,High,6,9,3,Poor,0.61
Other,Male,Ambivert,Extrovert,High,High,Low,10,0,2,Good,0.47
Female,Female,Introvert,Extrovert,Low,Low,Low,10,7,9,Good,0.85
Female,Other,Extrovert,Ambivert,Medium,Low,Low,1,8,9,Poor,0.72
Female,Male,Ambivert,Extrovert,Low,High,High,9,5,9,Poor,0.82
Female,Other,Extrovert,Ambivert,High,Low,High,1,8,5,Poor,0.25
Female,Male,Introvert,Ambivert,Medium,Low,High,1,9,4,Good,0.41
Male,Female,Extrovert,Ambivert,Medium,High,Medium,10,3,8,Poor,0.64
Female,Female,Extrovert,Ambivert,Low,Medium,Low,7,9,1,Poor,0.61
Female,Other,Ambivert,Ambivert,High,High,High,0,8,10,Excellent,0.34
Male,Male,Introvert,Ambivert,Medium,High,Low,6,10,6,Poor,0.99
Male,Female,Introvert,Extrovert,High,Medium,Medium,5,9,5,Excellent,0.69
Female,Other,Introvert,Ambivert,Low,Medium,Medium,1,10,10,Excellent,0.71
Other,Other,Introvert,Introvert,Low,Medium,Low,5,8,7,Excellent,0.78
Female,Male,Ambivert,Introvert,Medium,Low,Low,4,9,6,Good,0.87
Female,Other,Ambivert,Introvert,Low,Medium,Low,3,0,5,Excellent,0.35
Female,Male,Ambivert,Extrovert,High,Low,Medium,1,2,10,Excellent,0.53
Female,Male,Introvert,Extrovert,High,Medium,Medium,5,10,7,Poor,0.75
Female,Female,Extrovert,Introvert,Medium,Low,High,6,5,8,Good,0.62
Female,Male,Introvert,Ambivert,High,High,Medium,10,9,7,Poor,0.82
Male,Female,Introvert,Extrovert,Medium,High,Low,10,10,2,Poor,0.65
Male,Female,Introvert,Ambivert,Low,Low,High,7,4,6,Good,0.5
Other,Female,Ambivert,Extrovert,Low,Medium,Medium,2,1,7,Excellent,0.2
Male,Female,Introvert,Extrovert,Medium,Medium,Low,10,3,0,Excellent,0.43
Male,Female,Introvert,Extrovert,Low,Medium,Low,2,5,5,Poor,0.23
Female,Other,Ambivert,Extrovert,Medium,High,Medium,0,7,8,Excellent,0.52
Other,Male,Ambivert,Extrovert,High,Low,Low,3,10,9,Good,0.73
Female,Female,Extrovert,Ambivert,Medium,Low,Low,1,2,10,Good,0.45
Male,Female,Ambivert,Ambivert,Low,Low,High,10,6,10,Excellent,0.81
Male,Other,Extrovert,Introvert,Medium,Medium,Medium,4,4,3,Poor,0.67
Male,Other,Extrovert,Introvert,Low,Low,Medium,6,6,3,Excellent,0.64
Male,Other,Extrovert,Introvert,Medium,High,Low,1,0,5,Poor,0.08
Male,Female,Extrovert,Introvert,Medium,Low,Medium,10,0,4,Poor,0.49
Male,Male,Introvert,Ambivert,Low,Medium,High,7,10,10,Poor,0.84
Male,Other,Extrovert,Extrovert,High,Medium,Low,2,9,5,Poor,0.43
Other,Other,Extrovert,Extrovert,Medium,Medium,Low,0,5,5,Good,0.2
Other,Other,Ambivert,Ambivert,High,Medium,High,2,9,9,Good,0.71
Other,Other,Introvert,Extrovert,Medium,Low,Low,2,7,0,Excellent,0.23
Other,Male,Ambivert,Introvert,High,Low,High,3,2,6,Poor,0.46
Other,Male,Extrovert,Extrovert,Medium,High,High,1,3,6,Poor,0.43
Other,Female,Introvert,Extrovert,Medium,Medium,High,2,9,1,Poor,0.54
Female,Male,Ambivert,Ambivert,Low,Medium,High,9,5,6,Excellent,0.58
Female,Female,Ambivert,Extrovert,Medium,Low,Low,2,2,3,Poor,0.28
Female,Female,Introvert,Ambivert,Low,Medium,Low,7,10,0,Good,0.63
Male,Male,Ambivert,Introvert,High,Low,Low,2,9,3,Excellent,0.42
Female,Male,Ambivert,Extrovert,Low,Low,Medium,1,5,3,Good,0.22
Other,Other,Extrovert,Extrovert,Medium,High,Medium,8,10,4,Poor,0.89
Female,Female,Extrovert,Extrovert,Low,Medium,Medium,0,7,10,Excellent,0.59
Other,Male,Introvert,Introvert,High,Low,Medium,10,0,8,Poor,0.66
Male,Other,Extrovert,Extrovert,Medium,Low,Medium,5,0,10,Good,0.42
Other,Male,Ambivert,Introvert,Medium,Low,High,1,0,8,Poor,0.18
Other,Other,Extrovert,Extrovert,Low,Medium,Medium,4,7,6,Excellent,0.51
Other,Male,Extrovert,Ambivert,Low,Low,Medium,6,3,6,Poor,0.49
Female,Female,Extrovert,Introvert,High,High,Medium,7,7,4,Poor,0.49
Other,Female,Introvert,Introvert,Medium,Low,High,2,6,2,Poor,0.33
Male,Other,Introvert,Extrovert,High,High,High,7,4,3,Poor,0.3
Other,Female,Introvert,Extrovert,Medium,High,Medium,2,1,9,Good,0.29
Male,Female,Ambivert,Introvert,Medium,Medium,High,6,0,9,Good,0.57
Other,Other,Extrovert,Introvert,Low,High,Medium,5,9,7,Good,0.76
Male,Female,Extrovert,Introvert,Low,Low,Low,5,9,1,Poor,0.46
Other,Male,Extrovert,Extrovert,Medium,Low,High,6,6,5,Excellent,0.46
Other,Female,Ambivert,Ambivert,Low,Medium,Low,7,4,8,Poor,0.53
Other,Other,Ambivert,Extrovert,Low,Medium,Medium,1,3,1,Poor,0.13
Other,Other,Extrovert,Extrovert,Medium,Low,Low,6,1,6,Excellent,0.5
Other,Female,Introvert,Extrovert,Medium,Medium,Medium,7,7,4,Excellent,0.69
Female,Other,Introvert,Introvert,High,High,Low,4,8,7,Good,0.58
Female,Female,Introvert,Ambivert,High,Low,Low,8,7,5,Good,0.55
Female,Other,Ambivert,Ambivert,High,High,Low,2,9,0,Poor,0.39
Male,Male,Extrovert,Ambivert,High,Medium,Medium,5,1,7,Excellent,0.35
Female,Female,Ambivert,Extrovert,Medium,High,Medium,9,1,9,Excellent,0.58
Female,Female,Introvert,Extrovert,Medium,High,Low,7,1,2,Excellent,0.47
Other,Male,Introvert,Introvert,Medium,Medium,High,3,5,3,Poor,0.45
Female,Other,Extrovert,Extrovert,Low,Low,Low,0,9,6,Excellent,0.52
Other,Male,Ambivert,Ambivert,High,Low,Medium,0,8,7,Poor,0.37
Female,Other,Extrovert,Ambivert,Medium,Low,Low,8,2,7,Excellent,0.59
Female,Female,Introvert,Introvert,Low,Medium,Medium,3,9,10,Poor,0.84
Other,Male,Extrovert,Extrovert,Medium,High,Low,7,10,9,Good,0.83
Other,Female,Extrovert,Introvert,High,Low,Low,4,4,5,Poor,0.57
Male,Female,Ambivert,Introvert,Low,Medium,High,9,0,10,Excellent,0.76
Male,Female,Ambivert,Introvert,Low,High,Low,2,6,5,Excellent,0.6
Female,Other,Introvert,Extrovert,Medium,Medium,High,0,5,9,Good,0.5
Other,Male,Ambivert,Extrovert,Medium,Medium,High,1,7,7,Good,0.56
Male,Other,Ambivert,Ambivert,Medium,High,Medium,10,5,8,Excellent,0.91
Other,Other,Ambivert,Extrovert,Low,High,Low,10,8,4,Excellent,0.78
Female,Female,Ambivert,Extrovert,High,Low,Low,0,5,3,Poor,0.22
Female,Female,Ambivert,Ambivert,Medium,High,Medium,8,3,9,Good,0.62
Male,Female,Ambivert,Ambivert,High,Medium,High,3,0,6,Poor,0.32
Female,Female,Introvert,Introvert,High,Low,High,5,6,8,Excellent,0.5
Other,Female,Introvert,Introvert,Medium,Low,Medium,3,7,9,Poor,0.62
Male,Male,Extrovert,Ambivert,Low,High,Medium,1,3,7,Excellent,0.48
Female,Male,Introvert,Extrovert,Low,High,Low,0,8,5,Poor,0.21
Male,Male,Extrovert,Ambivert,Medium,Low,Low,3,6,8,Excellent,0.72
Female,Female,Introvert,Introvert,Low,Medium,Medium,5,10,6,Excellent,0.81
Female,Female,Extrovert,Extrovert,Medium,Low,Medium,7,3,5,Good,0.45
Male,Male,Extrovert,Ambivert,Low,Low,Medium,7,10,2,Good,0.69
Male,Female,Introvert,Introvert,Medium,Low,Low,8,10,9,Poor,0.9
Other,Other,Introvert,Introvert,Low,Low,Medium,5,8,7,Excellent,0.79
Male,Female,Extrovert,Ambivert,Medium,Medium,Medium,10,2,0,Poor,0.5
